strain	name	date	region	country	host	passage_type	sra_accession	abbr_authors	authors	institution
ON554106.1	HCoV-229E/BIME061-55/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554105.1	HCoV-229E/BIME060-54/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554104.1	HCoV-229E/BIME055-67/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554103.1	HCoV-229E/BIME050-58/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554102.1	HCoV-229E/BIME038-59/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554101.1	HCoV-229E/BIME032-64/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554100.1	HCoV-229E/BIME030-61/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554099.1	HCoV-229E/BIME027-60/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554098.1	HCoV-229E/BIME020-63/2016	2016-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON554097.1	HCoV-229E/BIME001-51/2015	2015-XX-XX	Asia	China	Homo sapiens			Ye et al	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity
ON461754.1	229E_3	2021-05-28	North America	USA	Homo sapiens			Chow et al	Chow,E.J.,Casto,A.M.,Rogers,J.H.,Roychoudhury,P.,Han,P.D.,Xie,H.,Mills,M.G.,Nguyen,T.V.,Pfau,B.,Cox,S.N.,Wolf,C.R.,Boeckh,M.,Hughes,J.P.,Uyeki,T.M.,Rolfes,M.A.,Mosites,E.,Shim,M.,Duchin,J.S.,Sugg,N.,Starita,L.A.,Englund,J.A.,Chu,H.Y.	University of Washington, Department of Medicine
ON461753.1	229E_2_2	2021-05-31	North America	USA	Homo sapiens			Chow et al	Chow,E.J.,Casto,A.M.,Rogers,J.H.,Roychoudhury,P.,Han,P.D.,Xie,H.,Mills,M.G.,Nguyen,T.V.,Pfau,B.,Cox,S.N.,Wolf,C.R.,Boeckh,M.,Hughes,J.P.,Uyeki,T.M.,Rolfes,M.A.,Mosites,E.,Shim,M.,Duchin,J.S.,Sugg,N.,Starita,L.A.,Englund,J.A.,Chu,H.Y.	University of Washington, Department of Medicine
ON461752.1	229E_2_1	2021-05-28	North America	USA	Homo sapiens			Chow et al	Chow,E.J.,Casto,A.M.,Rogers,J.H.,Roychoudhury,P.,Han,P.D.,Xie,H.,Mills,M.G.,Nguyen,T.V.,Pfau,B.,Cox,S.N.,Wolf,C.R.,Boeckh,M.,Hughes,J.P.,Uyeki,T.M.,Rolfes,M.A.,Mosites,E.,Shim,M.,Duchin,J.S.,Sugg,N.,Starita,L.A.,Englund,J.A.,Chu,H.Y.	University of Washington, Department of Medicine
ON461751.1	229E_1	2019-11-02	North America	USA	Homo sapiens			Chow et al	Chow,E.J.,Casto,A.M.,Rogers,J.H.,Roychoudhury,P.,Han,P.D.,Xie,H.,Mills,M.G.,Nguyen,T.V.,Pfau,B.,Cox,S.N.,Wolf,C.R.,Boeckh,M.,Hughes,J.P.,Uyeki,T.M.,Rolfes,M.A.,Mosites,E.,Shim,M.,Duchin,J.S.,Sugg,N.,Starita,L.A.,Englund,J.A.,Chu,H.Y.	University of Washington, Department of Medicine
OK662398.1	TKU-2021b	2021-XX-XX	Europe	Finland	Homo sapiens			Kolehmainen et al	Kolehmainen,P.,Jalkanen,P.,Heroum,J.,Huttunen,M.,Toivonen,L.,Smura,T.,Kakkola,L.,Tauriainen,S.,Peltola,V.,Julkunen,I.	University of Helsinki, Department of Virology
OK625404.1		2017-XX-XX	Asia	South Korea	Homo sapiens			Yi et al	Yi,H.	Korea University, School of Biosystem and Biomedical Science
OK073084.1		2017-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073083.1		2017-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073082.1		2018-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073081.1		2018-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073080.1		2018-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073079.1		2018-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073078.1		2017-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
OK073077.1		2018-XX-XX	Asia	China	Homo sapiens			Shao et al	Shao,N.,Zhang,T.,Yang,F.	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, National Health Commission Key Laboratory of Systems Biology of Pathogens
NC_028752.1	camel/Riyadh/Ry141/2015	2015-03-XX	Asia	Saudi Arabia	Camelus			Sabir et al	Sabir,J.S.,Lam,T.T.,Ahmed,M.M.,Li,L.,Shen,Y.,Abo-Aba,S.E.,Qureshi,M.I.,Abu-Zeid,M.,Zhang,Y.,Khiyami,M.A.,Alharbi,N.S.,Hajrah,N.H.,Sabir,M.J.,Mutwakil,M.H.,Kabli,S.A.,Alsulaimany,F.A.,Obaid,A.Y.,Zhou,B.,Smith,D.K.,Holmes,E.C.,Zhu,H.,Guan,Y.,Sabir,J.S.M.,Lam,T.Y.,AboAba,S.,Abu-Zaid,M.,Mutwakil,M.H.Z.,Alsulaimany,F.A.S.	National Center for Biotechnology Information, NIH
NC_002645.1								Ziebuhr et al	Ziebuhr,J.,Thiel,V.,Gorbalenya,A.E.,Herold,J.,Schelle,B.,Siddell,S.G.	University of Wuerzburg, Virology
MZ712010.1		2017-06-XX	Asia	South Korea	Homo sapiens			Choi et al	Choi,S.,Kim,K.W.,Ku,K.B.,Kim,S.J.,Park,C.,Park,D.,Kim,S.,Yi,H.	Korea University, School of Biosystem and Biomedical Science
MW800646.1	BJHD29	2017-11-28	Asia	China	Homo sapiens			Yu et al	Yu,J.	Chinese Center for Disease Control and Prevention, Department of Zoonosis
MW587038.1	S0959FBW	2017-12-XX	Asia	China	Homo sapiens			Shi et al	Shi,M.,Zhao,S.,Yu,B.,Wu,W.-C.,Hu,Y.,Tian,J.-H.,Yin,W.,Ni,F.,Hu,H.-L.,Geng,S.,Tan,L.,Peng,Y.,Wu,F.,Song,Z.-G.,Chen,Y.-M.,Wang,W.,Holmes,E.C.,Zhang,Y.-Z.	Shanghai Public Health Clinical Center, Shanghai, China, East China Institute of Pathogen Biology
MW587037.1	S0970XLQ	2017-12-XX	Asia	China	Homo sapiens			Shi et al	Shi,M.,Zhao,S.,Yu,B.,Wu,W.-C.,Hu,Y.,Tian,J.-H.,Yin,W.,Ni,F.,Hu,H.-L.,Geng,S.,Tan,L.,Peng,Y.,Wu,F.,Song,Z.-G.,Chen,Y.-M.,Wang,W.,Holmes,E.C.,Zhang,Y.-Z.	Shanghai Public Health Clinical Center, Shanghai, China, East China Institute of Pathogen Biology
MW587036.1	S1004CFR	2017-12-XX	Asia	China	Homo sapiens			Shi et al	Shi,M.,Zhao,S.,Yu,B.,Wu,W.-C.,Hu,Y.,Tian,J.-H.,Yin,W.,Ni,F.,Hu,H.-L.,Geng,S.,Tan,L.,Peng,Y.,Wu,F.,Song,Z.-G.,Chen,Y.-M.,Wang,W.,Holmes,E.C.,Zhang,Y.-Z.	Shanghai Public Health Clinical Center, Shanghai, China, East China Institute of Pathogen Biology
MW587035.1	S0677SP	2017-12-XX	Asia	China	Homo sapiens			Shi et al	Shi,M.,Zhao,S.,Yu,B.,Wu,W.-C.,Hu,Y.,Tian,J.-H.,Yin,W.,Ni,F.,Hu,H.-L.,Geng,S.,Tan,L.,Peng,Y.,Wu,F.,Song,Z.-G.,Chen,Y.-M.,Wang,W.,Holmes,E.C.,Zhang,Y.-Z.	Shanghai Public Health Clinical Center, Shanghai, China, East China Institute of Pathogen Biology
MW532107.1		2009-04-15	Asia	China	Homo sapiens			Wang et al	Wang,Y.,Zhang,Z.,Zhang,L.,Zhang,S.,Zhao,J.	State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University
MW532106.1		2009-06-09	Asia	China	Homo sapiens			Wang et al	Wang,Y.,Zhang,Z.,Zhang,L.,Zhang,S.,Zhao,J.	State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University
MW532105.1		2017-09-06	Asia	China	Homo sapiens			Wang et al	Wang,Y.,Zhang,Z.,Zhang,L.,Zhang,S.,Zhao,J.	State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University
MW532104.1		2017-08-02	Asia	China	Homo sapiens			Wang et al	Wang,Y.,Zhang,Z.,Zhang,L.,Zhang,S.,Zhao,J.	State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University
MW532103.1		2017-05-02	Asia	China	Homo sapiens			Wang et al	Wang,Y.,Zhang,Z.,Zhang,L.,Zhang,S.,Zhao,J.	State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University
MW202340.1	229E_S220	2018-XX-XX	North America	USA	Homo sapiens		SRR12893434	Rajagopala et al	Rajagopala,S.,Bakhoum,N.,Pakala,S.,Shilts,M.,Rosas-Salazar,C.,Mai,A.,Boone,H.,McHenry,R.,Yooseph,S.,Halasa,N.,Das,S.,Rajagopala,S.V.,Bakhoum,N.G.,Pakala,S.B.,Shilts,M.H.,Das,S.R.	Vanderbilt University Medical Center, Department of Medicine
MW080213.1	PNA022-Sarawak-2017	2017-XX-XX	Asia	Malaysia	Homo sapiens			Toh et al	Toh,T.-H.	Sibu Hospital, Clinical Research Centre
MW080212.1	HNW036-Sarawak-2017	2017-XX-XX	Asia	Malaysia	Homo sapiens			Toh et al	Toh,T.-H.	Sibu Hospital, Clinical Research Centre
MW080211.1	PNA023-Sarawak-2017	2017-XX-XX	Asia	Malaysia	Homo sapiens			Toh et al	Toh,T.-H.	Sibu Hospital, Clinical Research Centre
MW080210.1	SEC004-Sarawak-2017	2017-XX-XX	Asia	Malaysia	Homo sapiens			Toh et al	Toh,T.-H.	Sibu Hospital, Clinical Research Centre
MW039392.1	HCoV 229E/human/ITA/TE5146/2020	2020-03-18	Europe	Italy	Homo sapiens			Puglia et al	Puglia,I.,Curini,V.,Berjaoui,S.,Delli Compagni,E.,Baca,F.,Decaro,N.,Marcacci,M.,Lorusso,A.	Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit
MT832140.1	PMH01519	2018-XX-XX	Asia	Malaysia	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT797757.1	HK16-41	2016-01-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797756.1	HK16-40	2016-01-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797755.1	HK13-39	2013-05-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797754.1	HK13-38	2013-05-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797753.1	HK13-37	2013-02-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797752.1	HK12-36	2012-01-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
